Sentence #,Word,Tag
Sentence: 6,of,e-1-i
Sentence: 6,those,e-1-i
Sentence: 6,polled,e-1-i
Sentence: 6,felt,r-b
Sentence: 6,they,e-2-b
Sentence: 6,did,e-2-i
Sentence: 6,n't,e-2-i
Sentence: 6,need,e-2-i
Sentence: 6,to,e-2-i
Sentence: 6,belong,e-2-i
Sentence: 6,to,e-2-i
Sentence: 6,a,e-2-i
Sentence: 6,health,e-2-i
Sentence: 6,club,e-2-i
Sentence: 6,.,o
Sentence: 7,But,o
Sentence: 7,fully,o
Sentence: 7,90,e-1-b
Sentence: 7,%,e-1-i
Sentence: 7,of,e-1-i
Sentence: 7,those,e-1-i
Sentence: 7,polled,e-1-i
Sentence: 7,felt,o
Sentence: 7,they,o
Sentence: 7,did,o
Sentence: 7,n't,o
Sentence: 7,need,o
Sentence: 7,to,o
Sentence: 7,belong,r-b
Sentence: 7,to,o
Sentence: 7,a,e-2-b
Sentence: 7,health,e-2-i
Sentence: 7,club,e-2-i
Sentence: 7,.,o
Sentence: 8,British,e-1-b
Sentence: 8,government,e-1-i
Sentence: 8,bonds,e-1-i
Sentence: 8,ended,r-b
Sentence: 8,moderately,e-2-b
Sentence: 8,higher,e-2-i
Sentence: 8,",",o
Sentence: 8,encouraged,o
Sentence: 8,by,o
Sentence: 8,a,o
Sentence: 8,steadier,o
Sentence: 8,pound,o
Sentence: 8,and,o
Sentence: 8,a,o
Sentence: 8,rise,o
Sentence: 8,in,o
Sentence: 8,British,o
Sentence: 8,stocks,o
Sentence: 8,.,o
Sentence: 9,British,e-1-b
Sentence: 9,government,e-1-i
Sentence: 9,bonds,e-1-i
Sentence: 9,ended,o
Sentence: 9,moderately,o
Sentence: 9,higher,o
Sentence: 9,",",o
Sentence: 9,encouraged,r-b
Sentence: 9,by,o
Sentence: 9,a,e-2-b
Sentence: 9,steadier,e-2-i
Sentence: 9,pound,e-2-i
Sentence: 9,and,o
Sentence: 9,a,o
Sentence: 9,rise,o
Sentence: 9,in,o
Sentence: 9,British,o
Sentence: 9,stocks,o
Sentence: 9,.,o
Sentence: 10,British,e-1-b
Sentence: 10,government,e-1-i
Sentence: 10,bonds,e-1-i
Sentence: 10,ended,o
Sentence: 10,moderately,o
Sentence: 10,higher,o
Sentence: 10,",",o
Sentence: 10,encouraged,r-b
Sentence: 10,by,o
Sentence: 10,a,o
Sentence: 10,steadier,o
Sentence: 10,pound,o
Sentence: 10,and,o
Sentence: 10,a,e-2-b
Sentence: 10,rise,e-2-i
Sentence: 10,in,e-2-i
Sentence: 10,British,e-2-i
Sentence: 10,stocks,e-2-i
Sentence: 10,.,o
Sentence: 11,A,o
Sentence: 11,surprising,o
Sentence: 11,78,e-1-b
Sentence: 11,%,e-1-i
Sentence: 11,of,e-1-i
Sentence: 11,people,e-1-i
Sentence: 11,said,r-b
Sentence: 11,they,e-2-b
Sentence: 11,exercise,e-2-i
Sentence: 11,regularly,e-2-i
Sentence: 11,",",o
Sentence: 11,up,o
Sentence: 11,from,o
Sentence: 11,73,o
Sentence: 11,%,o
Sentence: 11,in,o
Sentence: 11,1981,o
Sentence: 11,.,o
Sentence: 12,Labor,e-1-b
Sentence: 12,costs,e-1-i
Sentence: 12,are,o
Sentence: 12,climbing,r-b
Sentence: 12,at,e-2-b
Sentence: 12,a,e-2-i
Sentence: 12,far,e-2-i
Sentence: 12,more,e-2-i
Sentence: 12,rapid,e-2-i
Sentence: 12,pace,e-2-i
Sentence: 12,in,e-2-i
Sentence: 12,the,e-2-i
Sentence: 12,health,e-2-i
Sentence: 12,care,e-2-i
Sentence: 12,industry,e-2-i
Sentence: 12,than,e-2-i
Sentence: 12,in,e-2-i
Sentence: 12,other,e-2-i
Sentence: 12,industries,e-2-i
Sentence: 12,.,o
Sentence: 13,This,o
Sentence: 13,provision,o
Sentence: 13,met,o
Sentence: 13,early,o
Sentence: 13,and,o
Sentence: 13,strong,o
Sentence: 13,resistance,o
Sentence: 13,from,o
Sentence: 13,investment,e-1-b
Sentence: 13,bankers,e-1-i
Sentence: 13,worried,r-b
Sentence: 13,about,o
Sentence: 13,disruptions,e-2-b
Sentence: 13,in,e-2-i
Sentence: 13,their,e-2-i
Sentence: 13,clients,e-2-i
Sentence: 13,',e-2-i
Sentence: 13,portfolios,e-2-i
Sentence: 13,.,o
Sentence: 14,A,e-1-b
Sentence: 14,similar,e-1-i
Sentence: 14,technique,e-1-i
Sentence: 14,is,o
Sentence: 14,almost,o
Sentence: 14,impossible,o
Sentence: 14,to,o
Sentence: 14,apply,r-b
Sentence: 14,to,e-2-b
Sentence: 14,other,e-2-i
Sentence: 14,crops,e-2-i
Sentence: 14,",",e-2-i
Sentence: 14,such,e-2-i
Sentence: 14,as,e-2-i
Sentence: 14,cotton,e-2-i
Sentence: 14,",",e-2-i
Sentence: 14,soybeans,e-2-i
Sentence: 14,and,e-2-i
Sentence: 14,rice,e-2-i
Sentence: 14,.,o
Sentence: 15,Roger,e-1-b
Sentence: 15,M.,e-1-i
Sentence: 15,Marino,e-1-i
Sentence: 15,",",o
Sentence: 15,president,o
Sentence: 15,",",o
Sentence: 15,was,o
Sentence: 15,named,r-b
Sentence: 15,to,e-2-b
Sentence: 15,the,e-2-i
Sentence: 15,new,e-2-i
Sentence: 15,post,e-2-i
Sentence: 15,of,e-2-i
Sentence: 15,vice,e-2-i
Sentence: 15,chairman,e-2-i
Sentence: 15,.,o
Sentence: 16,Roger,o
Sentence: 16,M.,o
Sentence: 16,Marino,o
Sentence: 16,",",o
Sentence: 16,president,e-1-b
Sentence: 16,",",o
Sentence: 16,was,o
Sentence: 16,named,r-b
Sentence: 16,to,e-2-b
Sentence: 16,the,e-2-i
Sentence: 16,new,e-2-i
Sentence: 16,post,e-2-i
Sentence: 16,of,e-2-i
Sentence: 16,vice,e-2-i
Sentence: 16,chairman,e-2-i
Sentence: 16,.,o
Sentence: 17,But,o
Sentence: 17,it,o
Sentence: 17,appears,o
Sentence: 17,to,o
Sentence: 17,be,o
Sentence: 17,the,e-1-b
Sentence: 17,sort,e-1-i
Sentence: 17,of,e-1-i
Sentence: 17,hold,e-1-i
Sentence: 17,one,o
Sentence: 17,makes,r-b
Sentence: 17,while,e-2-b
Sentence: 17,heading,e-2-i
Sentence: 17,for,e-2-i
Sentence: 17,the,e-2-i
Sentence: 17,door,e-2-i
Sentence: 17,.,o
Sentence: 18,Though,o
Sentence: 18,Mr.,e-1-b
Sentence: 18,Packer,e-1-i
Sentence: 18,has,o
Sentence: 18,since,o
Sentence: 18,sold,r-b
Sentence: 18,his,e-2-b
Sentence: 18,stake,e-2-i
Sentence: 18,",",o
Sentence: 18,Courtaulds,o
Sentence: 18,is,o
Sentence: 18,moving,o
Sentence: 18,to,o
Sentence: 18,keep,o
Sentence: 18,its,o
Sentence: 18,institutional,o
Sentence: 18,shareholders,o
Sentence: 18,happy,o
Sentence: 18,.,o
Sentence: 19,Though,o
Sentence: 19,Mr.,o
Sentence: 19,Packer,o
Sentence: 19,has,o
Sentence: 19,since,o
Sentence: 19,sold,o
Sentence: 19,his,o
Sentence: 19,stake,o
Sentence: 19,",",o
Sentence: 19,Courtaulds,e-1-b
Sentence: 19,is,o
Sentence: 19,moving,r-b
Sentence: 19,to,o
Sentence: 19,keep,e-2-b
Sentence: 19,its,e-2-i
Sentence: 19,institutional,e-2-i
Sentence: 19,shareholders,e-2-i
Sentence: 19,happy,e-2-i
Sentence: 19,.,o
Sentence: 20,Though,o
Sentence: 20,Mr.,o
Sentence: 20,Packer,o
Sentence: 20,has,o
Sentence: 20,since,o
Sentence: 20,sold,o
Sentence: 20,his,o
Sentence: 20,stake,o
Sentence: 20,",",o
Sentence: 20,Courtaulds,e-1-b
Sentence: 20,is,o
Sentence: 20,moving,o
Sentence: 20,to,o
Sentence: 20,keep,r-b
Sentence: 20,its,e-2-b
Sentence: 20,institutional,e-2-i
Sentence: 20,shareholders,e-2-i
Sentence: 20,happy,e-2-i
Sentence: 20,.,o
Sentence: 21,Finally,o
Sentence: 21,",",o
Sentence: 21,Mitsubishi,e-1-b
Sentence: 21,Estate,e-1-i
Sentence: 21,has,r-b
Sentence: 21,no,o
Sentence: 21,plans,e-2-b
Sentence: 21,to,e-2-i
Sentence: 21,interfere,e-2-i
Sentence: 21,with,e-2-i
Sentence: 21,Rockefeller,e-2-i
Sentence: 21,'s,e-2-i
Sentence: 21,management,e-2-i
Sentence: 21,beyond,o
Sentence: 21,taking,o
Sentence: 21,a,o
Sentence: 21,place,o
Sentence: 21,on,o
Sentence: 21,the,o
Sentence: 21,board,o
Sentence: 21,.,o
Sentence: 22,Finally,o
Sentence: 22,",",o
Sentence: 22,Mitsubishi,e-1-b
Sentence: 22,Estate,e-1-i
Sentence: 22,has,o
Sentence: 22,no,o
Sentence: 22,plans,o
Sentence: 22,to,o
Sentence: 22,interfere,r-b
Sentence: 22,with,o
Sentence: 22,Rockefeller,e-2-b
Sentence: 22,'s,e-2-i
Sentence: 22,management,e-2-i
Sentence: 22,beyond,o
Sentence: 22,taking,o
Sentence: 22,a,o
Sentence: 22,place,o
Sentence: 22,on,o
Sentence: 22,the,o
Sentence: 22,board,o
Sentence: 22,.,o
Sentence: 23,Finally,o
Sentence: 23,",",o
Sentence: 23,Mitsubishi,e-1-b
Sentence: 23,Estate,e-1-i
Sentence: 23,has,o
Sentence: 23,no,o
Sentence: 23,plans,o
Sentence: 23,to,o
Sentence: 23,interfere,o
Sentence: 23,with,o
Sentence: 23,Rockefeller,o
Sentence: 23,'s,o
Sentence: 23,management,o
Sentence: 23,beyond,o
Sentence: 23,taking,r-b
Sentence: 23,a,e-2-b
Sentence: 23,place,e-2-i
Sentence: 23,on,e-2-i
Sentence: 23,the,e-2-i
Sentence: 23,board,e-2-i
Sentence: 23,.,o
Sentence: 24,A,e-1-b
Sentence: 24,specialist,e-1-i
Sentence: 24,is,o
Sentence: 24,an,o
Sentence: 24,exchange,o
Sentence: 24,member,o
Sentence: 24,designated,r-b
Sentence: 24,to,e-2-b
Sentence: 24,maintain,e-2-i
Sentence: 24,a,e-2-i
Sentence: 24,fair,e-2-i
Sentence: 24,and,e-2-i
Sentence: 24,orderly,e-2-i
Sentence: 24,market,e-2-i
Sentence: 24,in,o
Sentence: 24,a,o
Sentence: 24,specified,o
Sentence: 24,stock,o
Sentence: 24,.,o
Sentence: 25,A,o
Sentence: 25,specialist,o
Sentence: 25,is,o
Sentence: 25,an,e-1-b
Sentence: 25,exchange,e-1-i
Sentence: 25,member,e-1-i
Sentence: 25,designated,r-b
Sentence: 25,to,e-2-b
Sentence: 25,maintain,e-2-i
Sentence: 25,a,e-2-i
Sentence: 25,fair,e-2-i
Sentence: 25,and,e-2-i
Sentence: 25,orderly,e-2-i
Sentence: 25,market,e-2-i
Sentence: 25,in,o
Sentence: 25,a,o
Sentence: 25,specified,o
Sentence: 25,stock,o
Sentence: 25,.,o
Sentence: 26,Few,e-1-b
Sentence: 26,people,e-1-i
Sentence: 26,in,e-1-i
Sentence: 26,the,e-1-i
Sentence: 26,advertising,e-1-i
Sentence: 26,business,e-1-i
Sentence: 26,have,o
Sentence: 26,raised,r-b
Sentence: 26,as,e-2-b
Sentence: 26,many,e-2-i
Sentence: 26,hackles,e-2-i
Sentence: 26,as,e-2-i
Sentence: 26,Alvin,e-2-i
Sentence: 26,A.,e-2-i
Sentence: 26,Achenbaum,e-2-i
Sentence: 26,.,o
Sentence: 27,One,e-1-b
Sentence: 27,had,r-b
Sentence: 27,best,e-2-b
Sentence: 27,not,e-2-i
Sentence: 27,dance,e-2-i
Sentence: 27,on,e-2-i
Sentence: 27,top,e-2-i
Sentence: 27,of,e-2-i
Sentence: 27,a,e-2-i
Sentence: 27,coffin,e-2-i
Sentence: 27,until,e-2-i
Sentence: 27,the,e-2-i
Sentence: 27,lid,e-2-i
Sentence: 27,is,e-2-i
Sentence: 27,sealed,e-2-i
Sentence: 27,tightly,e-2-i
Sentence: 27,shut,e-2-i
Sentence: 27,.,o
Sentence: 27,'',o
Sentence: 28,One,o
Sentence: 28,had,o
Sentence: 28,best,o
Sentence: 28,not,o
Sentence: 28,dance,o
Sentence: 28,on,o
Sentence: 28,top,o
Sentence: 28,of,o
Sentence: 28,a,o
Sentence: 28,coffin,o
Sentence: 28,until,o
Sentence: 28,the,e-1-b
Sentence: 28,lid,e-1-i
Sentence: 28,is,o
Sentence: 28,sealed,r-b
Sentence: 28,tightly,e-2-b
Sentence: 28,shut,e-2-i
Sentence: 28,.,o
Sentence: 28,'',o
Sentence: 29,``,o
Sentence: 29,Most,e-1-b
Sentence: 29,of,e-1-i
Sentence: 29,the,e-1-i
Sentence: 29,LBO,e-1-i
Sentence: 29,guys,e-1-i
Sentence: 29,do,r-b
Sentence: 29,n't,r-i
Sentence: 29,know,r-i
Sentence: 29,how,e-2-b
Sentence: 29,to,e-2-i
Sentence: 29,run,e-2-i
Sentence: 29,a,e-2-i
Sentence: 29,business,e-2-i
Sentence: 29,anyway,o
Sentence: 29,.,o
Sentence: 29,'',o
Sentence: 30,Indeed,o
Sentence: 30,",",o
Sentence: 30,the,e-1-b
Sentence: 30,insurance,e-1-i
Sentence: 30,adjusters,e-1-i
Sentence: 30,had,o
Sentence: 30,already,o
Sentence: 30,bolted,r-b
Sentence: 30,out,o
Sentence: 30,of,o
Sentence: 30,the,e-2-b
Sentence: 30,courtroom,e-2-i
Sentence: 30,.,o
Sentence: 31,Vernon,e-1-b
Sentence: 31,E.,e-1-i
Sentence: 31,Jordan,e-1-i
Sentence: 31,was,o
Sentence: 31,elected,r-b
Sentence: 31,to,e-2-b
Sentence: 31,the,e-2-i
Sentence: 31,board,e-2-i
Sentence: 31,of,e-2-i
Sentence: 31,this,e-2-i
Sentence: 31,transportation,e-2-i
Sentence: 31,services,e-2-i
Sentence: 31,concern,e-2-i
Sentence: 31,.,o
Sentence: 32,The,e-1-b
Sentence: 32,company,e-1-i
Sentence: 32,said,r-b
Sentence: 32,the,e-2-b
Sentence: 32,fastener,e-2-i
Sentence: 32,business,e-2-i
Sentence: 32,``,e-2-i
Sentence: 32,has,e-2-i
Sentence: 32,been,e-2-i
Sentence: 32,under,e-2-i
Sentence: 32,severe,e-2-i
Sentence: 32,cost,e-2-i
Sentence: 32,pressures,e-2-i
Sentence: 32,for,e-2-i
Sentence: 32,some,e-2-i
Sentence: 32,time,e-2-i
Sentence: 32,.,e-2-i
Sentence: 32,'',e-2-i
Sentence: 33,Despite,o
Sentence: 33,the,o
Sentence: 33,modest,o
Sentence: 33,gains,o
Sentence: 33,",",o
Sentence: 33,traders,o
Sentence: 33,said,o
Sentence: 33,the,e-1-b
Sentence: 33,market,e-1-i
Sentence: 33,remains,r-b
Sentence: 33,dull,e-2-b
Sentence: 33,",",e-2-i
Sentence: 33,with,e-2-i
Sentence: 33,investors,e-2-i
Sentence: 33,remaining,e-2-i
Sentence: 33,cautiously,e-2-i
Sentence: 33,on,e-2-i
Sentence: 33,the,e-2-i
Sentence: 33,sidelines,e-2-i
Sentence: 33,.,e-2-i
Sentence: 34,Second,o
Sentence: 34,",",o
Sentence: 34,the,e-1-b
Sentence: 34,dollar,e-1-i
Sentence: 34,is,o
Sentence: 34,showing,r-b
Sentence: 34,persistent,e-2-b
Sentence: 34,strength,e-2-i
Sentence: 34,despite,e-2-i
Sentence: 34,a,e-2-i
Sentence: 34,slowdown,e-2-i
Sentence: 34,in,e-2-i
Sentence: 34,the,e-2-i
Sentence: 34,U.S.,e-2-i
Sentence: 34,economy,e-2-i
Sentence: 34,shown,e-2-i
Sentence: 34,by,e-2-i
Sentence: 34,economic,e-2-i
Sentence: 34,indicators,e-2-i
Sentence: 34,.,o
Sentence: 35,(,o
Sentence: 35,Separately,o
Sentence: 35,",",o
Sentence: 35,the,o
Sentence: 35,Senate,o
Sentence: 35,last,o
Sentence: 35,week,o
Sentence: 35,passed,o
Sentence: 35,a,e-1-b
Sentence: 35,bill,r-b
Sentence: 35,permitting,r-i
Sentence: 35,execution,e-2-b
Sentence: 35,of,e-2-i
Sentence: 35,terrorists,e-2-i
Sentence: 35,who,e-2-i
Sentence: 35,kill,e-2-i
Sentence: 35,Americans,e-2-i
Sentence: 35,abroad,e-2-i
Sentence: 35,.,o
Sentence: 35,),o
Sentence: 36,To,o
Sentence: 36,my,o
Sentence: 36,knowledge,o
Sentence: 36,",",o
Sentence: 36,no,o
Sentence: 36,government,o
Sentence: 36,entities,o
Sentence: 36,",",o
Sentence: 36,including,r-b
Sentence: 36,the,e-1-b
Sentence: 36,EPA,e-1-i
Sentence: 36,",",o
Sentence: 36,are,e-2-b
Sentence: 36,pursuing,e-2-i
Sentence: 36,UV,e-2-i
Sentence: 36,-,e-2-i
Sentence: 36,B,e-2-i
Sentence: 36,measurements,e-2-i
Sentence: 36,.,o
Sentence: 37,Annualized,r-b
Sentence: 37,interest,e-1-b
Sentence: 37,rates,e-1-i
Sentence: 37,on,o
Sentence: 37,certain,e-2-b
Sentence: 37,investments,e-2-i
Sentence: 37,as,o
Sentence: 37,reported,o
Sentence: 37,by,o
Sentence: 37,the,o
Sentence: 37,Federal,o
Sentence: 37,Reserve,o
Sentence: 37,Board,o
Sentence: 37,on,o
Sentence: 37,a,o
Sentence: 37,weekly,o
Sentence: 37,-,o
Sentence: 37,average,o
Sentence: 37,basis,o
Sentence: 37,:,o
Sentence: 38,The,o
Sentence: 38,operative,e-1-b
Sentence: 38,definition,e-1-i
Sentence: 38,of,e-1-i
Sentence: 38,newsworthiness,e-1-i
Sentence: 38,will,r-b
Sentence: 38,favor,r-i
Sentence: 38,virtually,e-2-b
Sentence: 38,unrestrained,e-2-i
Sentence: 38,use,e-2-i
Sentence: 38,of,e-2-i
Sentence: 38,personal,e-2-i
Sentence: 38,",",e-2-i
Sentence: 38,sensitive,e-2-i
Sentence: 38,and,e-2-i
Sentence: 38,intimate,e-2-i
Sentence: 38,facts,e-2-i
Sentence: 38,.,o
Sentence: 39,That,e-1-b
Sentence: 39,compares,r-b
Sentence: 39,with,o
Sentence: 39,3.5,e-2-b
Sentence: 39,%,e-2-i
Sentence: 39,butterfat,e-2-i
Sentence: 39,for,e-2-i
Sentence: 39,whole,e-2-i
Sentence: 39,milk,e-2-i
Sentence: 39,.,o
Sentence: 40,He,o
Sentence: 40,also,o
Sentence: 40,contended,o
Sentence: 40,that,o
Sentence: 40,the,o
Sentence: 40,plaintiffs,e-1-b
Sentence: 40,failed,r-b
Sentence: 40,to,o
Sentence: 40,cite,e-2-b
Sentence: 40,any,e-2-i
Sentence: 40,legal,e-2-i
Sentence: 40,authority,e-2-i
Sentence: 40,that,e-2-i
Sentence: 40,would,e-2-i
Sentence: 40,justify,e-2-i
Sentence: 40,such,e-2-i
Sentence: 40,an,e-2-i
Sentence: 40,injunction,e-2-i
Sentence: 40,.,o
Sentence: 41,He,o
Sentence: 41,also,o
Sentence: 41,contended,o
Sentence: 41,that,o
Sentence: 41,the,o
Sentence: 41,plaintiffs,e-1-b
Sentence: 41,failed,o
Sentence: 41,to,o
Sentence: 41,cite,r-b
Sentence: 41,any,e-2-b
Sentence: 41,legal,e-2-i
Sentence: 41,authority,e-2-i
Sentence: 41,that,e-2-i
Sentence: 41,would,e-2-i
Sentence: 41,justify,e-2-i
Sentence: 41,such,e-2-i
Sentence: 41,an,e-2-i
Sentence: 41,injunction,e-2-i
Sentence: 41,.,o
Sentence: 42,He,o
Sentence: 42,also,o
Sentence: 42,contended,o
Sentence: 42,that,o
Sentence: 42,the,o
Sentence: 42,plaintiffs,o
Sentence: 42,failed,o
Sentence: 42,to,o
Sentence: 42,cite,o
Sentence: 42,any,e-1-b
Sentence: 42,legal,e-1-i
Sentence: 42,authority,e-1-i
Sentence: 42,that,o
Sentence: 42,would,r-b
Sentence: 42,justify,r-i
Sentence: 42,such,e-2-b
Sentence: 42,an,e-2-i
Sentence: 42,injunction,e-2-i
Sentence: 42,.,o
Sentence: 43,Between,o
Sentence: 43,flashes,o
Sentence: 43,",",o
Sentence: 43,certain,e-1-b
Sentence: 43,areas,e-1-i
Sentence: 43,in,e-1-i
Sentence: 43,subjects,e-1-i
Sentence: 43,',e-1-i
Sentence: 43,brains,e-1-i
Sentence: 43,are,o
Sentence: 43,jolted,r-b
Sentence: 43,with,e-2-b
Sentence: 43,a,e-2-i
Sentence: 43,magnetic,e-2-i
Sentence: 43,stimulator,e-2-i
Sentence: 43,.,o
Sentence: 44,Humana,e-1-b
Sentence: 44,contends,r-b
Sentence: 44,that,o
Sentence: 44,$,e-2-b
Sentence: 44,"8,000",e-2-i
Sentence: 44,represents,e-2-i
Sentence: 44,an,e-2-i
Sentence: 44,extreme,e-2-i
Sentence: 44,case,e-2-i
Sentence: 44,and,e-2-i
Sentence: 44,that,e-2-i
Sentence: 44,its,e-2-i
Sentence: 44,regular,e-2-i
Sentence: 44,charge,e-2-i
Sentence: 44,for,e-2-i
Sentence: 44,lithotripsy,e-2-i
Sentence: 44,is,e-2-i
Sentence: 44,$,e-2-i
Sentence: 44,"4,900",e-2-i
Sentence: 44,.,e-2-i
Sentence: 45,Humana,o
Sentence: 45,contends,o
Sentence: 45,that,o
Sentence: 45,$,e-1-b
Sentence: 45,"8,000",e-1-i
Sentence: 45,represents,r-b
Sentence: 45,an,e-2-b
Sentence: 45,extreme,e-2-i
Sentence: 45,case,e-2-i
Sentence: 45,and,o
Sentence: 45,that,o
Sentence: 45,its,o
Sentence: 45,regular,o
Sentence: 45,charge,o
Sentence: 45,for,o
Sentence: 45,lithotripsy,o
Sentence: 45,is,o
Sentence: 45,$,o
Sentence: 45,"4,900",o
Sentence: 45,.,o
Sentence: 46,U.S.,e-1-b
Sentence: 46,makers,e-1-i
Sentence: 46,have,r-b
Sentence: 46,under,e-2-b
Sentence: 46,10,e-2-i
Sentence: 46,%,e-2-i
Sentence: 46,share,e-2-i
Sentence: 46,",",o
Sentence: 46,compared,o
Sentence: 46,with,o
Sentence: 46,half,o
Sentence: 46,the,o
Sentence: 46,market,o
Sentence: 46,in,o
Sentence: 46,Europe,o
Sentence: 46,and,o
Sentence: 46,80,o
Sentence: 46,%,o
Sentence: 46,at,o
Sentence: 46,home,o
Sentence: 46,.,o
Sentence: 47,U.S.,e-1-b
Sentence: 47,makers,e-1-i
Sentence: 47,have,o
Sentence: 47,under,o
Sentence: 47,10,o
Sentence: 47,%,o
Sentence: 47,share,o
Sentence: 47,",",o
Sentence: 47,compared,r-b
Sentence: 47,with,o
Sentence: 47,half,e-2-b
Sentence: 47,the,e-2-i
Sentence: 47,market,e-2-i
Sentence: 47,in,e-2-i
Sentence: 47,Europe,e-2-i
Sentence: 47,and,e-2-i
Sentence: 47,80,e-2-i
Sentence: 47,%,e-2-i
Sentence: 47,at,e-2-i
Sentence: 47,home,e-2-i
Sentence: 47,.,o
Sentence: 48,The,e-1-b
Sentence: 48,offering,e-1-i
Sentence: 48,was,o
Sentence: 48,priced,r-b
Sentence: 48,with,o
Sentence: 48,an,o
Sentence: 48,8.95,e-2-b
Sentence: 48,%,e-2-i
Sentence: 48,coupon,e-2-i
Sentence: 48,rate,e-2-i
Sentence: 48,at,e-2-i
Sentence: 48,99.1875,e-2-i
Sentence: 48,%,e-2-i
Sentence: 48,to,e-2-i
Sentence: 48,yield,e-2-i
Sentence: 48,9.19,e-2-i
Sentence: 48,%,e-2-i
Sentence: 48,.,e-2-i
Sentence: 49,Sidley,e-1-b
Sentence: 49,will,r-b
Sentence: 49,maintain,r-i
Sentence: 49,its,e-2-b
Sentence: 49,association,e-2-i
Sentence: 49,with,e-2-i
Sentence: 49,the,e-2-i
Sentence: 49,Hashidate,e-2-i
Sentence: 49,Law,e-2-i
Sentence: 49,Office,e-2-i
Sentence: 49,in,o
Sentence: 49,Tokyo,o
Sentence: 49,.,o
Sentence: 50,Each,e-1-b
Sentence: 50,company,e-1-i
Sentence: 50,'s,e-1-i
Sentence: 50,share,e-1-i
Sentence: 50,of,e-1-i
Sentence: 50,liability,e-1-i
Sentence: 50,would,o
Sentence: 50,be,o
Sentence: 50,based,r-b
Sentence: 50,on,o
Sentence: 50,their,e-2-b
Sentence: 50,share,e-2-i
Sentence: 50,of,e-2-i
Sentence: 50,the,e-2-i
Sentence: 50,national,e-2-i
Sentence: 50,DES,e-2-i
Sentence: 50,market,e-2-i
Sentence: 50,.,o
Sentence: 51,While,o
Sentence: 51,pursuing,o
Sentence: 51,his,o
Sentence: 51,MFA,o
Sentence: 51,at,o
Sentence: 51,Columbia,o
